url,source_file,category,title,h1,canonical,robots,word_count,image_count,unique_search_intent_score_0_5,unique_search_intent_note,unique_firsthand_information_score_0_5,original_studio_imagery_score_0_5,original_artist_commentary_score_0_5,unique_factual_information_score_0_5,inbound_internal_links,overlap_score_0_5,overlap_level,highest_overlap_url,commercial_usefulness_score_0_5,local_usefulness_score_0_5,deserves_to_exist_without_google_score_0_5,classification,recommended_target_url,notes
https://workofarttattoo.com/healing_database_color_week_2_las_vegas/,healing_database_color_week_2_las_vegas/code.html,healing-database,Color Tattoo Healing — Week 2 | Work of Art,Color Tattoo Healing — Week 2,https://workofarttattoo.com/healing_database_color_week_2_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",830,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_color_week_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_color_week_3_las_vegas/,healing_database_color_week_3_las_vegas/code.html,healing-database,Color Tattoo Healing — Week 3 | Work of Art,Color Tattoo Healing — Week 3,https://workofarttattoo.com/healing_database_color_week_3_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",819,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_color_week_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_color_year_1_las_vegas/,healing_database_color_year_1_las_vegas/code.html,healing-database,Color Tattoo Healing — Year 1 | Work of Art,Color Tattoo Healing — Year 1,https://workofarttattoo.com/healing_database_color_year_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",864,1,0,lookup tattoo healing stage by style/time,5,4,5,4,2,4.2,high,https://workofarttattoo.com/healing_database_portraits_year_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_cover_ups_day_1_las_vegas/,healing_database_cover_ups_day_1_las_vegas/code.html,healing-database,Cover-Ups Tattoo Healing — Day 1 | Work of Art,Cover-Ups Tattoo Healing — Day 1,https://workofarttattoo.com/healing_database_cover_ups_day_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",1000,1,0,lookup tattoo healing stage by style/time,2,4,5,2,2,4.3,high,https://workofarttattoo.com/healing_database_cover_ups_day_2_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_cover_ups_day_2_las_vegas/,healing_database_cover_ups_day_2_las_vegas/code.html,healing-database,Cover-Ups Tattoo Healing — Day 2 | Work of Art,Cover-Ups Tattoo Healing — Day 2,https://workofarttattoo.com/healing_database_cover_ups_day_2_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",903,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_cover_ups_day_3_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_cover_ups_day_3_las_vegas/,healing_database_cover_ups_day_3_las_vegas/code.html,healing-database,Cover-Ups Tattoo Healing — Day 3 | Work of Art,Cover-Ups Tattoo Healing — Day 3,https://workofarttattoo.com/healing_database_cover_ups_day_3_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",884,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_cover_ups_day_2_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_cover_ups_day_4_las_vegas/,healing_database_cover_ups_day_4_las_vegas/code.html,healing-database,Cover-Ups Tattoo Healing — Day 4 | Work of Art,Cover-Ups Tattoo Healing — Day 4,https://workofarttattoo.com/healing_database_cover_ups_day_4_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",849,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_cover_ups_day_2_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_cover_ups_month_1_las_vegas/,healing_database_cover_ups_month_1_las_vegas/code.html,healing-database,Cover-Ups Tattoo Healing — Month 1 | Work of Art,Cover-Ups Tattoo Healing — Month 1,https://workofarttattoo.com/healing_database_cover_ups_month_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",876,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_cover_ups_month_3_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_cover_ups_month_3_las_vegas/,healing_database_cover_ups_month_3_las_vegas/code.html,healing-database,Cover-Ups Tattoo Healing — Month 3 | Work of Art,Cover-Ups Tattoo Healing — Month 3,https://workofarttattoo.com/healing_database_cover_ups_month_3_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",843,2,0,lookup tattoo healing stage by style/time,5,4,5,4,3,5,high,https://workofarttattoo.com/healing_database_cover_ups_month_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_cover_ups_month_6_las_vegas/,healing_database_cover_ups_month_6_las_vegas/code.html,healing-database,Cover-Ups Tattoo Healing — Month 6 | Work of Art,Cover-Ups Tattoo Healing — Month 6,https://workofarttattoo.com/healing_database_cover_ups_month_6_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",823,2,0,lookup tattoo healing stage by style/time,2,4,5,2,3,4.6,high,https://workofarttattoo.com/healing_database_cover_ups_month_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_cover_ups_tattoos_las_vegas/,healing_database_cover_ups_tattoos_las_vegas/code.html,healing-database,Cover-Ups Tattoo Healing Timeline — Las Vegas | Work of Art,Cover-Ups Tattoo Healing — All Stages,https://workofarttattoo.com/healing_database_cover_ups_tattoos_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",689,1,1,lookup tattoo healing stage by style/time,2,4,5,2,12,4.2,high,https://workofarttattoo.com/healing_database_color_tattoos_las_vegas/,4,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style healing overview overlaps with master healing hub; keep subordinate only with enough real evidence
https://workofarttattoo.com/healing_database_cover_ups_week_1_las_vegas/,healing_database_cover_ups_week_1_las_vegas/code.html,healing-database,Cover-Ups Tattoo Healing — Week 1 | Work of Art,Cover-Ups Tattoo Healing — Week 1,https://workofarttattoo.com/healing_database_cover_ups_week_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",853,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_cover_ups_week_2_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_cover_ups_week_2_las_vegas/,healing_database_cover_ups_week_2_las_vegas/code.html,healing-database,Cover-Ups Tattoo Healing — Week 2 | Work of Art,Cover-Ups Tattoo Healing — Week 2,https://workofarttattoo.com/healing_database_cover_ups_week_2_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",850,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_cover_ups_week_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_cover_ups_week_3_las_vegas/,healing_database_cover_ups_week_3_las_vegas/code.html,healing-database,Cover-Ups Tattoo Healing — Week 3 | Work of Art,Cover-Ups Tattoo Healing — Week 3,https://workofarttattoo.com/healing_database_cover_ups_week_3_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",839,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_cover_ups_week_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_cover_ups_year_1_las_vegas/,healing_database_cover_ups_year_1_las_vegas/code.html,healing-database,Cover-Ups Tattoo Healing — Year 1 | Work of Art,Cover-Ups Tattoo Healing — Year 1,https://workofarttattoo.com/healing_database_cover_ups_year_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",859,1,0,lookup tattoo healing stage by style/time,5,4,5,4,2,3.9,high,https://workofarttattoo.com/healing_database_color_year_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_fine_line_day_1_las_vegas/,healing_database_fine_line_day_1_las_vegas/code.html,healing-database,Fine Line Tattoo Healing — Day 1 | Work of Art,Fine Line Tattoo Healing — Day 1,https://workofarttattoo.com/healing_database_fine_line_day_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",989,1,0,lookup tattoo healing stage by style/time,2,4,5,2,2,4.3,high,https://workofarttattoo.com/healing_database_fine_line_day_2_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_fine_line_day_2_las_vegas/,healing_database_fine_line_day_2_las_vegas/code.html,healing-database,Fine Line Tattoo Healing — Day 2 | Work of Art,Fine Line Tattoo Healing — Day 2,https://workofarttattoo.com/healing_database_fine_line_day_2_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",912,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_fine_line_day_3_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_fine_line_day_3_las_vegas/,healing_database_fine_line_day_3_las_vegas/code.html,healing-database,Fine Line Tattoo Healing — Day 3 | Work of Art,Fine Line Tattoo Healing — Day 3,https://workofarttattoo.com/healing_database_fine_line_day_3_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",897,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_fine_line_day_2_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_fine_line_day_4_las_vegas/,healing_database_fine_line_day_4_las_vegas/code.html,healing-database,Fine Line Tattoo Healing — Day 4 | Work of Art,Fine Line Tattoo Healing — Day 4,https://workofarttattoo.com/healing_database_fine_line_day_4_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",849,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_fine_line_day_2_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_fine_line_month_1_las_vegas/,healing_database_fine_line_month_1_las_vegas/code.html,healing-database,Fine Line Tattoo Healing — Month 1 | Work of Art,Fine Line Tattoo Healing — Month 1,https://workofarttattoo.com/healing_database_fine_line_month_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",875,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_fine_line_month_3_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_fine_line_month_3_las_vegas/,healing_database_fine_line_month_3_las_vegas/code.html,healing-database,Fine Line Tattoo Healing — Month 3 | Work of Art,Fine Line Tattoo Healing — Month 3,https://workofarttattoo.com/healing_database_fine_line_month_3_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",848,3,0,lookup tattoo healing stage by style/time,5,4,5,4,3,5,high,https://workofarttattoo.com/healing_database_fine_line_month_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_fine_line_month_6_las_vegas/,healing_database_fine_line_month_6_las_vegas/code.html,healing-database,Fine Line Tattoo Healing — Month 6 | Work of Art,Fine Line Tattoo Healing — Month 6,https://workofarttattoo.com/healing_database_fine_line_month_6_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",826,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,4.6,high,https://workofarttattoo.com/healing_database_fine_line_month_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_fine_line_tattoos_las_vegas/,healing_database_fine_line_tattoos_las_vegas/code.html,healing-database,Fine Line Tattoo Healing Timeline — Las Vegas | Work of Art,Fine Line Tattoo Healing — All Stages,https://workofarttattoo.com/healing_database_fine_line_tattoos_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",699,1,1,lookup tattoo healing stage by style/time,2,4,5,2,12,4.2,high,https://workofarttattoo.com/healing_database_color_tattoos_las_vegas/,4,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style healing overview overlaps with master healing hub; keep subordinate only with enough real evidence
https://workofarttattoo.com/healing_database_fine_line_week_1_las_vegas/,healing_database_fine_line_week_1_las_vegas/code.html,healing-database,Fine Line Tattoo Healing — Week 1 | Work of Art,Fine Line Tattoo Healing — Week 1,https://workofarttattoo.com/healing_database_fine_line_week_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",844,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_fine_line_week_2_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_fine_line_week_2_las_vegas/,healing_database_fine_line_week_2_las_vegas/code.html,healing-database,Fine Line Tattoo Healing — Week 2 | Work of Art,Fine Line Tattoo Healing — Week 2,https://workofarttattoo.com/healing_database_fine_line_week_2_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",850,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_fine_line_week_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_fine_line_week_3_las_vegas/,healing_database_fine_line_week_3_las_vegas/code.html,healing-database,Fine Line Tattoo Healing — Week 3 | Work of Art,Fine Line Tattoo Healing — Week 3,https://workofarttattoo.com/healing_database_fine_line_week_3_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",837,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_fine_line_week_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_fine_line_year_1_las_vegas/,healing_database_fine_line_year_1_las_vegas/code.html,healing-database,Fine Line Tattoo Healing — Year 1 | Work of Art,Fine Line Tattoo Healing — Year 1,https://workofarttattoo.com/healing_database_fine_line_year_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",860,1,0,lookup tattoo healing stage by style/time,5,4,5,4,2,3.9,high,https://workofarttattoo.com/healing_database_color_year_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_neo_traditional_day_1_las_vegas/,healing_database_neo_traditional_day_1_las_vegas/code.html,healing-database,Neo-Traditional Tattoo Healing — Day 1 | Work of Art,Neo-Traditional Tattoo Healing — Day 1,https://workofarttattoo.com/healing_database_neo_traditional_day_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",997,1,0,lookup tattoo healing stage by style/time,2,4,5,2,2,4.7,high,https://workofarttattoo.com/healing_database_traditional_day_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_neo_traditional_day_2_las_vegas/,healing_database_neo_traditional_day_2_las_vegas/code.html,healing-database,Neo-Traditional Tattoo Healing — Day 2 | Work of Art,Neo-Traditional Tattoo Healing — Day 2,https://workofarttattoo.com/healing_database_neo_traditional_day_2_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",895,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_neo_traditional_day_3_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_neo_traditional_day_3_las_vegas/,healing_database_neo_traditional_day_3_las_vegas/code.html,healing-database,Neo-Traditional Tattoo Healing — Day 3 | Work of Art,Neo-Traditional Tattoo Healing — Day 3,https://workofarttattoo.com/healing_database_neo_traditional_day_3_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",893,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_neo_traditional_day_2_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_neo_traditional_day_4_las_vegas/,healing_database_neo_traditional_day_4_las_vegas/code.html,healing-database,Neo-Traditional Tattoo Healing — Day 4 | Work of Art,Neo-Traditional Tattoo Healing — Day 4,https://workofarttattoo.com/healing_database_neo_traditional_day_4_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",844,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_neo_traditional_day_2_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_neo_traditional_month_1_las_vegas/,healing_database_neo_traditional_month_1_las_vegas/code.html,healing-database,Neo-Traditional Tattoo Healing — Month 1 | Work of Art,Neo-Traditional Tattoo Healing — Month 1,https://workofarttattoo.com/healing_database_neo_traditional_month_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",868,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_neo_traditional_month_3_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_neo_traditional_month_3_las_vegas/,healing_database_neo_traditional_month_3_las_vegas/code.html,healing-database,Neo-Traditional Tattoo Healing — Month 3 | Work of Art,Neo-Traditional Tattoo Healing — Month 3,https://workofarttattoo.com/healing_database_neo_traditional_month_3_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",850,1,0,lookup tattoo healing stage by style/time,5,4,5,4,3,5,high,https://workofarttattoo.com/healing_database_neo_traditional_month_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_neo_traditional_month_6_las_vegas/,healing_database_neo_traditional_month_6_las_vegas/code.html,healing-database,Neo-Traditional Tattoo Healing — Month 6 | Work of Art,Neo-Traditional Tattoo Healing — Month 6,https://workofarttattoo.com/healing_database_neo_traditional_month_6_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",820,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,4.6,high,https://workofarttattoo.com/healing_database_neo_traditional_month_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_neo_traditional_tattoos_las_vegas/,healing_database_neo_traditional_tattoos_las_vegas/code.html,healing-database,Neo-Traditional Tattoo Healing Timeline — Las Vegas | Work of Art,Neo-Traditional Tattoo Healing — All Stages,https://workofarttattoo.com/healing_database_neo_traditional_tattoos_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",683,1,1,lookup tattoo healing stage by style/time,2,4,5,2,12,4.7,high,https://workofarttattoo.com/healing_database_traditional_tattoos_las_vegas/,4,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style healing overview overlaps with master healing hub; keep subordinate only with enough real evidence
https://workofarttattoo.com/healing_database_neo_traditional_week_1_las_vegas/,healing_database_neo_traditional_week_1_las_vegas/code.html,healing-database,Neo-Traditional Tattoo Healing — Week 1 | Work of Art,Neo-Traditional Tattoo Healing — Week 1,https://workofarttattoo.com/healing_database_neo_traditional_week_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",836,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_neo_traditional_week_2_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_neo_traditional_week_2_las_vegas/,healing_database_neo_traditional_week_2_las_vegas/code.html,healing-database,Neo-Traditional Tattoo Healing — Week 2 | Work of Art,Neo-Traditional Tattoo Healing — Week 2,https://workofarttattoo.com/healing_database_neo_traditional_week_2_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",853,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_neo_traditional_week_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_neo_traditional_week_3_las_vegas/,healing_database_neo_traditional_week_3_las_vegas/code.html,healing-database,Neo-Traditional Tattoo Healing — Week 3 | Work of Art,Neo-Traditional Tattoo Healing — Week 3,https://workofarttattoo.com/healing_database_neo_traditional_week_3_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",821,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_neo_traditional_week_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_neo_traditional_year_1_las_vegas/,healing_database_neo_traditional_year_1_las_vegas/code.html,healing-database,Neo-Traditional Tattoo Healing — Year 1 | Work of Art,Neo-Traditional Tattoo Healing — Year 1,https://workofarttattoo.com/healing_database_neo_traditional_year_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",857,1,0,lookup tattoo healing stage by style/time,5,4,5,4,2,4.6,high,https://workofarttattoo.com/healing_database_traditional_year_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_portraits_day_1_las_vegas/,healing_database_portraits_day_1_las_vegas/code.html,healing-database,Portraits Tattoo Healing — Day 1 | Work of Art,Portraits Tattoo Healing — Day 1,https://workofarttattoo.com/healing_database_portraits_day_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",988,2,0,lookup tattoo healing stage by style/time,2,4,5,2,2,4.3,high,https://workofarttattoo.com/healing_database_color_day_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_portraits_day_2_las_vegas/,healing_database_portraits_day_2_las_vegas/code.html,healing-database,Portraits Tattoo Healing — Day 2 | Work of Art,Portraits Tattoo Healing — Day 2,https://workofarttattoo.com/healing_database_portraits_day_2_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",893,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_portraits_day_3_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_portraits_day_3_las_vegas/,healing_database_portraits_day_3_las_vegas/code.html,healing-database,Portraits Tattoo Healing — Day 3 | Work of Art,Portraits Tattoo Healing — Day 3,https://workofarttattoo.com/healing_database_portraits_day_3_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",878,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_portraits_day_2_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_portraits_day_4_las_vegas/,healing_database_portraits_day_4_las_vegas/code.html,healing-database,Portraits Tattoo Healing — Day 4 | Work of Art,Portraits Tattoo Healing — Day 4,https://workofarttattoo.com/healing_database_portraits_day_4_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",840,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_portraits_day_2_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_portraits_month_1_las_vegas/,healing_database_portraits_month_1_las_vegas/code.html,healing-database,Portraits Tattoo Healing — Month 1 | Work of Art,Portraits Tattoo Healing — Month 1,https://workofarttattoo.com/healing_database_portraits_month_1_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",865,1,0,lookup tattoo healing stage by style/time,2,4,5,2,3,5,high,https://workofarttattoo.com/healing_database_portraits_month_3_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
https://workofarttattoo.com/healing_database_portraits_month_3_las_vegas/,healing_database_portraits_month_3_las_vegas/code.html,healing-database,Portraits Tattoo Healing — Month 3 | Work of Art,Portraits Tattoo Healing — Month 3,https://workofarttattoo.com/healing_database_portraits_month_3_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",838,2,0,lookup tattoo healing stage by style/time,5,4,5,4,3,5,high,https://workofarttattoo.com/healing_database_portraits_month_1_las_vegas/,3,4,4,MERGE,https://workofarttattoo.com/las-vegas-tattoo-healing-guide/,style/time long-tail page should not remain indexable without unique studio documentation
