asset,number_of_indexable_pages,pages,recommended_use,action
/home_work_of_art_tattoo_piercing/client-portfolio/archangel-michael-demon-upper-arm-realism-las-vegas.png,8,/best_fine_line_tattoos_in_vegas_ultimate_authority_guide/ | /how-to-choose-a-tattoo-artist/ | /how_much_do_tattoos_cost_in_las_vegas_authority_guide/ | /large_scale_projects_variant_a_authentic_art_rotation/ | /studio-vs-strip-shops/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/ | /vegas_tattoo_shop_vs_cheap_strip_tattoo_what_you_need_to_know/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/home_work_of_art_tattoo_piercing/client-portfolio/archangel-michael-demon-upper-arm-realism-las-vegas.webp,8,/best_fine_line_tattoos_in_vegas_ultimate_authority_guide/ | /how-to-choose-a-tattoo-artist/ | /how_much_do_tattoos_cost_in_las_vegas_authority_guide/ | /large_scale_projects_variant_a_authentic_art_rotation/ | /studio-vs-strip-shops/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/ | /vegas_tattoo_shop_vs_cheap_strip_tattoo_what_you_need_to_know/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/home_work_of_art_tattoo_piercing/client-portfolio/lion-clock-realism-shoulder-tattoo-las-vegas.png,8,/best_fine_line_tattoos_in_vegas_ultimate_authority_guide/ | /how-to-choose-a-tattoo-artist/ | /how_much_do_tattoos_cost_in_las_vegas_authority_guide/ | /large_scale_projects_variant_a_authentic_art_rotation/ | /studio-vs-strip-shops/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/ | /vegas_tattoo_shop_vs_cheap_strip_tattoo_what_you_need_to_know/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/home_work_of_art_tattoo_piercing/client-portfolio/lion-clock-realism-shoulder-tattoo-las-vegas.webp,8,/best_fine_line_tattoos_in_vegas_ultimate_authority_guide/ | /how-to-choose-a-tattoo-artist/ | /how_much_do_tattoos_cost_in_las_vegas_authority_guide/ | /large_scale_projects_variant_a_authentic_art_rotation/ | /studio-vs-strip-shops/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/ | /vegas_tattoo_shop_vs_cheap_strip_tattoo_what_you_need_to_know/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/studio_gallery/nostril-stud-on-smiling-client-dd626b1d.png,8,/anti_eyebrow_piercing_las_vegas_authority_guide/ | /artists/katelyn-cole/ | /high_nostril_piercing_las_vegas_authority_guide/ | /las-vegas-tattoo-resource-center/ | /nose_piercing_las_vegas_authority_guide/ | /nostril_piercing_las_vegas_authority_guide/ | /piercing-shop-standards/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/facial-piercing-work-c65aaed1.png,7,/anti_eyebrow_piercing_las_vegas_authority_guide/ | /bridge_piercing_las_vegas_authority_guide/ | /eyebrow_piercing_las_vegas_authority_guide/ | /high_nostril_piercing_las_vegas_authority_guide/ | /nose_piercing_las_vegas_authority_guide/ | /nostril_piercing_las_vegas_authority_guide/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/facial-piercing-work-c65aaed1.webp,7,/anti_eyebrow_piercing_las_vegas_authority_guide/ | /bridge_piercing_las_vegas_authority_guide/ | /eyebrow_piercing_las_vegas_authority_guide/ | /high_nostril_piercing_las_vegas_authority_guide/ | /nose_piercing_las_vegas_authority_guide/ | /nostril_piercing_las_vegas_authority_guide/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/healed_tattoo_gallery_las_vegas/healed-1-year-cross-eye-skull-outer-forearm-joshua-cole-las-vegas.png,6,/best_fine_line_tattoos_in_vegas_ultimate_authority_guide/ | /fine_line_tattoos_las_vegas_master_authority_guide/ | /healed_tattoo_gallery_las_vegas/ | /how-to-choose-a-tattoo-artist/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/healed_tattoo_gallery_las_vegas/healed-1-year-cross-eye-skull-outer-forearm-joshua-cole-las-vegas.webp,6,/best_fine_line_tattoos_in_vegas_ultimate_authority_guide/ | /fine_line_tattoos_las_vegas_master_authority_guide/ | /healed_tattoo_gallery_las_vegas/ | /how-to-choose-a-tattoo-artist/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-lion-thigh-realism-las-vegas.png,6,/artists/joshua-cole/ | /las-vegas-tattoo-healing-guide/ | /realism-tattoos-las-vegas/ | /reviews/ | /studio_gallery/ | /walk-in-tattoos-las-vegas/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-lion-thigh-realism-las-vegas.webp,6,/artists/joshua-cole/ | /las-vegas-tattoo-healing-guide/ | /realism-tattoos-las-vegas/ | /reviews/ | /studio_gallery/ | /walk-in-tattoos-las-vegas/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/home_work_of_art_tattoo_piercing/client-portfolio/medusa-snake-hair-forearm-realism-las-vegas.png,6,/how-to-choose-a-tattoo-artist/ | /how_much_do_tattoos_cost_in_las_vegas_authority_guide/ | /studio-vs-strip-shops/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/ | /vegas_tattoo_shop_vs_cheap_strip_tattoo_what_you_need_to_know/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/home_work_of_art_tattoo_piercing/client-portfolio/medusa-snake-hair-forearm-realism-las-vegas.webp,6,/how-to-choose-a-tattoo-artist/ | /how_much_do_tattoos_cost_in_las_vegas_authority_guide/ | /studio-vs-strip-shops/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/ | /vegas_tattoo_shop_vs_cheap_strip_tattoo_what_you_need_to_know/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/home_work_of_art_tattoo_piercing/client-portfolio/money-rose-black-grey-realism-upper-arm-las-vegas.png,6,/how-to-choose-a-tattoo-artist/ | /how_much_do_tattoos_cost_in_las_vegas_authority_guide/ | /studio-vs-strip-shops/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/ | /vegas_tattoo_shop_vs_cheap_strip_tattoo_what_you_need_to_know/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/home_work_of_art_tattoo_piercing/client-portfolio/money-rose-black-grey-realism-upper-arm-las-vegas.webp,6,/how-to-choose-a-tattoo-artist/ | /how_much_do_tattoos_cost_in_las_vegas_authority_guide/ | /studio-vs-strip-shops/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/ | /vegas_tattoo_shop_vs_cheap_strip_tattoo_what_you_need_to_know/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/home_work_of_art_tattoo_piercing/client-portfolio/woman-skull-skeletal-hand-forearm-realism-las-vegas.png,6,/how-to-choose-a-tattoo-artist/ | /how_much_do_tattoos_cost_in_las_vegas_authority_guide/ | /studio-vs-strip-shops/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/ | /vegas_tattoo_shop_vs_cheap_strip_tattoo_what_you_need_to_know/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/home_work_of_art_tattoo_piercing/client-portfolio/woman-skull-skeletal-hand-forearm-realism-las-vegas.webp,6,/how-to-choose-a-tattoo-artist/ | /how_much_do_tattoos_cost_in_las_vegas_authority_guide/ | /studio-vs-strip-shops/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/ | /vegas_tattoo_shop_vs_cheap_strip_tattoo_what_you_need_to_know/,Use only where the asset directly proves the page intent,REVIEW_OVERUSE
/artists/katelyn-cole/piercing-portfolio/katelyn-earlobe-piercing-02.webp,5,/ear_lobe_piercing_las_vegas_authority_guide/ | /ear_piercing_guide_las_vegas/ | /ear_piercing_las_vegas_authority_guide/ | /knowledge/can-you-swim-after-ear-piercing/ | /upper_lobe_piercing_las_vegas_authority_guide/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/piercing-portfolio/katelyn-earlobe-piercing-03.webp,5,/ear_lobe_piercing_las_vegas_authority_guide/ | /ear_piercing_guide_las_vegas/ | /ear_piercing_las_vegas_authority_guide/ | /knowledge/can-you-swim-after-ear-piercing/ | /upper_lobe_piercing_las_vegas_authority_guide/,Use only where the asset directly proves the page intent,KEEP
/healed_tattoo_gallery_las_vegas/fresh-roaring-lion-thigh-black-grey-joshua-cole-las-vegas.png,5,/ | /best_fine_line_tattoos_in_vegas_ultimate_authority_guide/ | /how-to-choose-a-tattoo-artist/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-skull-hood-candle-realism-las-vegas.webp,5,/realism-tattoos-las-vegas/ | /tattoo_shop_near_allegiant_stadium_las_vegas/ | /tattoo_shop_near_the_strip_nap_corrected/ | /tattoo_shop_paradise_nevada/ | /tattoo_shop_spring_valley_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-statue-bust-cloth-drape-las-vegas.png,5,/healed_portrait_tattoos_las_vegas/ | /leave-a-review/ | /realism-tattoos-las-vegas/ | /reviews/ | /walk-in-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-statue-bust-cloth-drape-las-vegas.webp,5,/healed_portrait_tattoos_las_vegas/ | /leave-a-review/ | /realism-tattoos-las-vegas/ | /reviews/ | /walk-in-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/studio_gallery/body-piercing-work-c611f77c.png,5,/artists/katelyn-cole/ | /navel_piercing_las_vegas_authority_guide/ | /nipple_piercing_las_vegas_authority_guide/ | /studio_gallery/ | /surface_piercing_las_vegas_authority_guide/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/body-piercing-work-c611f77c.webp,5,/artists/katelyn-cole/ | /navel_piercing_las_vegas_authority_guide/ | /nipple_piercing_las_vegas_authority_guide/ | /studio_gallery/ | /surface_piercing_las_vegas_authority_guide/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/piercing-session-prep-b525678d.png,5,/artists/katelyn-cole/ | /navel_piercing_las_vegas_authority_guide/ | /nipple_piercing_las_vegas_authority_guide/ | /studio_gallery/ | /surface_piercing_las_vegas_authority_guide/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/piercing-session-prep-b525678d.webp,5,/artists/katelyn-cole/ | /navel_piercing_las_vegas_authority_guide/ | /nipple_piercing_las_vegas_authority_guide/ | /studio_gallery/ | /surface_piercing_las_vegas_authority_guide/,Shared branding/studio asset,ALLOW_SHARED
/healed_tattoo_gallery_las_vegas/fresh-roaring-lion-thigh-black-grey-joshua-cole-las-vegas.webp,4,/best_fine_line_tattoos_in_vegas_ultimate_authority_guide/ | /how-to-choose-a-tattoo-artist/ | /tattoo-aftercare-desert-climate/ | /tattoo_pain_chart_placement_sensitivity_guide/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-medusa-snakehair-realism-las-vegas.png,4,/healed_portrait_tattoos_las_vegas/ | /leave-a-review/ | /realism-tattoos-las-vegas/ | /reviews/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-medusa-snakehair-realism-las-vegas.webp,4,/healed_portrait_tattoos_las_vegas/ | /leave-a-review/ | /realism-tattoos-las-vegas/ | /reviews/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/color-realism-wolf-red-forearm-las-vegas.webp,4,/tattoo_shop_near_las_vegas_airport/ | /tattoo_shop_near_mgm_grand_las_vegas/ | /tattoo_shop_near_the_strip_nap_corrected/ | /tattoo_shop_serving_henderson_nevada/,Use only where the asset directly proves the page intent,KEEP
/studio_gallery/matching-bilateral-earlobe-piercings-2455fd61.png,4,/artists/katelyn-cole/ | /ear_lobe_piercing_las_vegas_authority_guide/ | /studio_gallery/ | /upper_lobe_piercing_las_vegas_authority_guide/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/matching-bilateral-earlobe-piercings-2455fd61.webp,4,/artists/katelyn-cole/ | /ear_lobe_piercing_las_vegas_authority_guide/ | /studio_gallery/ | /upper_lobe_piercing_las_vegas_authority_guide/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/spiked-septum-and-chest-ornament-b09080b0.png,4,/navel_piercing_las_vegas_authority_guide/ | /nipple_piercing_las_vegas_authority_guide/ | /studio_gallery/ | /surface_piercing_las_vegas_authority_guide/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/spiked-septum-and-chest-ornament-b09080b0.webp,4,/navel_piercing_las_vegas_authority_guide/ | /nipple_piercing_las_vegas_authority_guide/ | /studio_gallery/ | /surface_piercing_las_vegas_authority_guide/,Shared branding/studio asset,ALLOW_SHARED
/artists/joshua-cole/joshua-cole-portrait-las-vegas.png,3,/ | /artists/ | /artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/piercing-portfolio/katelyn-lip-labret-piercing-03.webp,3,/labret_piercing_las_vegas_authority_guide/ | /lip_piercing_las_vegas_authority_guide/ | /vertical_labret_piercing_las_vegas_authority_guide/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/piercing-portfolio/katelyn-lip-labret-piercing-04.webp,3,/labret_piercing_las_vegas_authority_guide/ | /lip_piercing_las_vegas_authority_guide/ | /vertical_labret_piercing_las_vegas_authority_guide/,Use only where the asset directly proves the page intent,KEEP
/artists/teralyn/teralyn-fine-line-tattoo-artist-las-vegas.jpg,3,/ | /artists/ | /artists/teralyn/,Use only where the asset directly proves the page intent,KEEP
/cover-up-tattoos-las-vegas/cover-up-tattoo-phoenix-hand-las-vegas-after.webp,3,/artists/joshua-cole/ | /healed_cover_up_tattoos_las_vegas/ | /reviews/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-all-seeing-eye-realism-las-vegas.png,3,/appointments/ | /leave-a-review/ | /walk-in-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-all-seeing-eye-realism-las-vegas.webp,3,/appointments/ | /leave-a-review/ | /walk-in-tattoos-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/steampunk-clock-gears-rose-forearm-healed-las-vegas.png,3,/appointments/ | /healed_black_grey_tattoos_las_vegas/ | /reviews/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/steampunk-clock-gears-rose-forearm-healed-las-vegas.webp,3,/appointments/ | /healed_black_grey_tattoos_las_vegas/ | /reviews/,Use only where the asset directly proves the page intent,KEEP
/studio_gallery/beauty-script-roses-inner-forearm-195a396a.png,3,/fine_line_tattoos_las_vegas_master_authority_guide/ | /healed_fine_line_tattoos_las_vegas/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/beauty-script-roses-inner-forearm-195a396a.webp,3,/fine_line_tattoos_las_vegas_master_authority_guide/ | /healed_fine_line_tattoos_las_vegas/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/client-portrait-with-septum-piercings-3f1329cc.png,3,/artists/katelyn-cole/ | /septum_piercing_las_vegas_authority_guide/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/client-portrait-with-septum-piercings-3f1329cc.webp,3,/artists/katelyn-cole/ | /septum_piercing_las_vegas_authority_guide/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/conch-and-lobe-piercing-smile-f1da8b6f.png,3,/artists/katelyn-cole/ | /ear_lobe_piercing_las_vegas_authority_guide/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/conch-and-lobe-piercing-smile-f1da8b6f.webp,3,/artists/katelyn-cole/ | /ear_lobe_piercing_las_vegas_authority_guide/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/ear-curation-work-eb7d2939.png,3,/artists/katelyn-cole/ | /ear_curation_piercing_las_vegas_authority_guide/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/ear-curation-work-eb7d2939.webp,3,/artists/katelyn-cole/ | /ear_curation_piercing_las_vegas_authority_guide/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/ear-lobe-piercing-session-da19eec5.png,3,/ear_lobe_piercing_las_vegas_authority_guide/ | /studio_gallery/ | /upper_lobe_piercing_las_vegas_authority_guide/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/ear-lobe-piercing-session-da19eec5.webp,3,/ear_lobe_piercing_las_vegas_authority_guide/ | /studio_gallery/ | /upper_lobe_piercing_las_vegas_authority_guide/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/fine-line-howling-werewolf-ankle-7ea2af20.png,3,/fine_line_tattoos_las_vegas_master_authority_guide/ | /healed_fine_line_tattoos_las_vegas/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/fine-line-howling-werewolf-ankle-7ea2af20.webp,3,/fine_line_tattoos_las_vegas_master_authority_guide/ | /healed_fine_line_tattoos_las_vegas/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/helix-and-starburst-lobe-piercings-f002f0c4.png,3,/artists/katelyn-cole/ | /helix-piercing-las-vegas/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/helix-and-starburst-lobe-piercings-f002f0c4.webp,3,/artists/katelyn-cole/ | /helix-piercing-las-vegas/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/septum-piercing-session-in-studio-07aad378.png,3,/artists/katelyn-cole/ | /septum_piercing_las_vegas_authority_guide/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/septum-piercing-session-in-studio-07aad378.webp,3,/artists/katelyn-cole/ | /septum_piercing_las_vegas_authority_guide/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/artists/joshua-cole/joshua-cole-portrait-las-vegas.webp,2,/artists/ | /artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/katelyn-cole-professional-piercer-ear-curation-no-duplicates-las-vegas.jpg,2,/ | /artists/katelyn-cole/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/katelyn-cole-professional-piercer-ear-curation-no-duplicates-las-vegas.webp,2,/artists/katelyn-cole/ | /piercing-specials-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/piercing-portfolio/katelyn-nostril-piercing-05.webp,2,/high_nostril_piercing_las_vegas_authority_guide/ | /nostril_piercing_las_vegas_authority_guide/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/piercing-portfolio/katelyn-nostril-piercing-06.webp,2,/high_nostril_piercing_las_vegas_authority_guide/ | /nostril_piercing_las_vegas_authority_guide/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/piercing-portfolio/katelyn-nostril-piercing-07.webp,2,/high_nostril_piercing_las_vegas_authority_guide/ | /nostril_piercing_las_vegas_authority_guide/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/piercing-portfolio/katelyn-nostril-piercing-08.webp,2,/high_nostril_piercing_las_vegas_authority_guide/ | /nostril_piercing_las_vegas_authority_guide/,Use only where the asset directly proves the page intent,KEEP
/artists/teralyn/teralyn-fine-line-tattoo-artist-las-vegas-400.webp,2,/ | /artists/teralyn/,Use only where the asset directly proves the page intent,KEEP
/home_work_of_art_tattoo_piercing/client-portfolio/black-grey-portrait-script-text-lower-arm-las-vegas.webp,2,/tattoo_shop_near_mgm_grand_las_vegas/ | /tattoo_shop_near_the_sphere_las_vegas/,Use only where the asset directly proves the page intent,KEEP
/leave-a-review/google-review-qr-code-nfc-sign-work-of-art-tattoo.png,2,/leave-a-review/ | /reviews/,Use only where the asset directly proves the page intent,KEEP
/piercing-specials-las-vegas/nipple-piercing-special-45-jewelry-included-las-vegas-480.jpg,2,/artists/katelyn-cole/ | /piercing-specials-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/piercing-specials-las-vegas/nipple-piercing-special-45-jewelry-included-las-vegas-480.webp,2,/artists/katelyn-cole/ | /piercing-specials-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/piercing-specials-las-vegas/nipple-piercing-special-45-jewelry-included-las-vegas.webp,2,/artists/katelyn-cole/ | /piercing-specials-las-vegas/,Use only where the asset directly proves the page intent,KEEP
/studio_gallery/cross-eye-skull-forearm-stack-5bc3d948.png,2,/healed_tattoo_gallery_las_vegas/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/cross-eye-skull-forearm-stack-5bc3d948.webp,2,/healed_tattoo_gallery_las_vegas/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/ear-piercing-in-studio-69c261af.png,2,/artists/katelyn-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/ear-piercing-in-studio-69c261af.webp,2,/artists/katelyn-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/fine-line-ankle-tattoos-trio-ee57f2a6.png,2,/fine_line_tattoos_las_vegas_master_authority_guide/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/fine-line-ankle-tattoos-trio-ee57f2a6.webp,2,/fine_line_tattoos_las_vegas_master_authority_guide/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/industrial-bar-and-decorative-hoop-a704b2d4.png,2,/artists/katelyn-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/industrial-bar-and-decorative-hoop-a704b2d4.webp,2,/artists/katelyn-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/joshua-cole-fine-line-ankle-work-55a4538d.png,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/joshua-cole-fine-line-ankle-work-55a4538d.webp,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/joshua-cole-geometric-forearm-stencil-83be4284.png,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/joshua-cole-geometric-forearm-stencil-83be4284.webp,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/joshua-cole-head-tattoo-session-f76aeef5.png,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/joshua-cole-head-tattoo-session-f76aeef5.webp,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/joshua-cole-tattooing-client-forearm-7ac4181a.png,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/joshua-cole-tattooing-client-forearm-7ac4181a.webp,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/joshua-tattooing-lyric-piece-67f63f8a.png,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/joshua-tattooing-lyric-piece-67f63f8a.webp,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/piercing-setup-in-studio-6ab88a11.png,2,/artists/katelyn-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/piercing-setup-in-studio-6ab88a11.webp,2,/artists/katelyn-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/studio-session-in-progress-f39790c4.png,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/studio-session-in-progress-f39790c4.webp,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/tattoo-session-in-progress-70837687.png,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/studio_gallery/tattoo-session-in-progress-70837687.webp,2,/artists/joshua-cole/ | /studio_gallery/,Shared branding/studio asset,ALLOW_SHARED
/artists/joshua-cole/joshua-cole-portrait-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/katelyn-cole-master-body-piercer-ear-curation-no-duplicates-las-vegas.jpg,1,/artists/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/katelyn-cole-master-body-piercer-ear-curation-no-duplicates-las-vegas.webp,1,/artists/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/katelyn-cole-professional-piercer-ear-curation-no-duplicates-las-vegas-400.webp,1,/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/piercing-portfolio/katelyn-navel-piercing-02.webp,1,/navel_piercing_las_vegas_authority_guide/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/piercing-portfolio/katelyn-septum-piercing-02.webp,1,/septum_piercing_las_vegas_authority_guide/,Use only where the asset directly proves the page intent,KEEP
/artists/katelyn-cole/piercing-portfolio/katelyn-septum-piercing-03.webp,1,/septum_piercing_las_vegas_authority_guide/,Use only where the asset directly proves the page intent,KEEP
/artists/teralyn/teralyn-fine-line-tattoo-artist-las-vegas.webp,1,/artists/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-02300d8759.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-0397f6014e.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-070cb7dfa8.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-0dc02c7d6e.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-2895301b9b.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-2b75e1331a.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-2d823e1b55.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-31f7221ef2.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-368252bf21.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-37355c598c.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-42f298df36.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
/artists_joshua_cole_assets/joshua-gallery-515aa9c54a.webp,1,/artists/joshua-cole/,Use only where the asset directly proves the page intent,KEEP
