url_path,slug_length,issues,has_canonical,recommended_short_slug,alias_live,priority
/knowledge/how-long-tattoo-session-last/,38,ok,yes,knowledge/how-long-tattoo-session-last,planned,P2
/knowledge/how-much-does-tattoo-cost-las-vegas/,45,ok,yes,knowledge/how-much-does-tattoo-cost-las-vegas,planned,P2
/knowledge/how-often-wash-new-tattoo/,35,ok,yes,knowledge/how-often-wash-new-tattoo,planned,P2
/knowledge/how-to-compare-tattoo-studios/,39,ok,yes,knowledge/how-to-compare-tattoo-studios,planned,P2
/knowledge/implant-grade-titanium-vs-surgical-steel/,50,long_slug,yes,knowledge/implant-grade-titanium-vs-surgical-steel,planned,P1
/knowledge/least-painful-tattoo-placements/,41,ok,yes,knowledge/least-painful-tattoo-placements,planned,P2
/knowledge/luxury-studio-vs-strip-walk-in/,40,ok,yes,knowledge/luxury-studio-vs-strip-walk-in,planned,P2
/knowledge/most-painful-tattoo-placements/,40,ok,yes,knowledge/most-painful-tattoo-placements,planned,P2
/knowledge/piercing-bump-vs-infection/,36,ok,yes,knowledge/piercing-bump-vs-infection,planned,P2
/knowledge/sleeping-with-new-tattoo-tips/,39,ok,yes,knowledge/sleeping-with-new-tattoo-tips,planned,P2
/knowledge/sleeve-tattoo-how-many-sessions/,41,ok,yes,knowledge/sleeve-tattoo-how-many-sessions,planned,P2
/knowledge/tattoo-aftercare-lotion-vs-ointment/,45,ok,yes,knowledge/tattoo-aftercare-lotion-vs-ointment,planned,P2
/knowledge/tattoo-aging-and-fading-over-time/,43,ok,yes,knowledge/tattoo-aging-and-fading-over-time,planned,P2
/knowledge/tattoo-and-blood-donation-wait/,40,ok,yes,knowledge/tattoo-and-blood-donation-wait,planned,P2
/knowledge/tattoo-consultation-what-to-bring/,43,ok,yes,knowledge/tattoo-consultation-what-to-bring,planned,P2
/knowledge/tattoo-cover-up-laser-first/,37,ok,yes,knowledge/tattoo-cover-up-laser-first,planned,P2
/knowledge/tattoo-deposit-policy-why-required/,44,ok,yes,knowledge/tattoo-deposit-policy-why-required,planned,P2
/knowledge/tattoo-etiquette-studio-behavior/,42,ok,yes,knowledge/tattoo-etiquette-studio-behavior,planned,P2
/knowledge/tattoo-flying-after-session/,37,ok,yes,knowledge/tattoo-flying-after-session,planned,P2
/knowledge/tattoo-gym-workout-aftercare/,38,ok,yes,knowledge/tattoo-gym-workout-aftercare,planned,P2
/knowledge/tattoo-healing-itching-desert-climate/,47,long_slug,yes,knowledge/tattoo-healing-itching-desert-climate,planned,P1
/knowledge/tattoo-healing-peeling-las-vegas/,42,ok,yes,knowledge/tattoo-healing-peeling-las-vegas,planned,P2
/knowledge/tattoo-infection-signs-when-to-see-doctor/,51,long_slug,yes,knowledge/tattoo-infection-signs-when-to-see-docto,planned,P1
/knowledge/tattoo-mri-with-ink/,29,ok,yes,knowledge/tattoo-mri-with-ink,planned,P2
/knowledge/tattoo-on-ribs-recovery/,33,ok,yes,knowledge/tattoo-on-ribs-recovery,planned,P2
/knowledge/tattoo-over-scar-tissue/,33,ok,yes,knowledge/tattoo-over-scar-tissue,planned,P2
/knowledge/tattoo-scabbing-normal-or-problem/,43,ok,yes,knowledge/tattoo-scabbing-normal-or-problem,planned,P2
/knowledge/tattoo-second-skin-saniderm-how-long/,46,long_slug,yes,knowledge/tattoo-second-skin-saniderm-how-long,planned,P1
/knowledge/tattoo-shop-minimum-explained/,39,ok,yes,knowledge/tattoo-shop-minimum-explained,planned,P2
/knowledge/tattoo-shop-near-strip-worth-drive/,44,ok,yes,knowledge/tattoo-shop-near-strip-worth-drive,planned,P2
/knowledge/tattoo-style-matching-artist/,38,ok,yes,knowledge/tattoo-style-matching-artist,planned,P2
/knowledge/tattoo-sunscreen-after-healing-las-vegas/,50,long_slug,yes,knowledge/tattoo-sunscreen-after-healing-las-vegas,planned,P1
/knowledge/tattoo-swimming-after-getting-inked/,45,ok,yes,knowledge/tattoo-swimming-after-getting-inked,planned,P2
/knowledge/tattoo-tipping-las-vegas/,34,ok,yes,knowledge/tattoo-tipping-las-vegas,planned,P2
/knowledge/tattoo-touch-up-timing/,32,ok,yes,knowledge/tattoo-touch-up-timing,planned,P2
/knowledge/vegas-tattoo-aftercare-desert-climate/,47,long_slug,yes,knowledge/vegas-tattoo-aftercare-desert-climate,planned,P1
/knowledge/walk-in-tattoo-vs-appointment/,39,ok,yes,knowledge/walk-in-tattoo-vs-appointment,planned,P2
/knowledge/white-ink-tattoo-facts/,32,ok,yes,knowledge/white-ink-tattoo-facts,planned,P2
/artists/joshua-cole/,19,ok,no,artists/joshua-cole,planned,P2
/artists/katelyn-cole/,20,ok,no,artists/katelyn-cole,planned,P2
